gender,Near_Location,Partner,Promo_friends,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
0.9814225308444268,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,0.5526442219552382,1.9108079416665298,-0.777066437076473,-0.731727518361133,0.7974862907208659,0.8904163632921794,0
-1.0189291243798826,0.4328787873376353,1.0369315203766896,1.506201006137183,0.3159305230147146,1.1972719307014708,-0.9745246124633826,-1.2820949441339942,0.4192255857488486,0.062279961718767186,0.2893214108363568,0.3742002492129425,0
-1.0189291243798826,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,0.3159305230147146,1.1972719307014708,0.5526442219552382,0.25767438603724957,0.4192255857488486,-0.731727518361133,0.7950426041300026,0.7670066163214738,0
-1.0189291243798826,0.4328787873376353,1.0369315203766896,1.506201006137183,1.6449984550660999,1.1972719307014708,-0.3636570786959343,-0.5742161427930575,0.17996718118378427,0.8562874417986674,-0.3319814302528401,-0.1501787522868714,0
-1.0189291243798826,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,-0.9745246124633826,-0.9178078170261394,-0.777066437076473,-0.9963966783877665,-1.9341221412673346,-1.2939661394855022,1
0.9814225308444268,-2.3101155086632215,1.0369315203766896,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,-0.3636570786959343,-0.6181825100526428,-0.777066437076473,-0.46705835833449966,0.8033326134439304,0.7245033845609377,0
0.9814225308444268,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,0.24721045507151404,-0.8003966205058045,-0.777066437076473,-0.46705835833449966,-1.4722751532476557,-1.323409184631245,0
0.9814225308444268,-2.3101155086632215,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,-1.585392146230831,1.6346667920603553,-0.777066437076473,-0.9963966783877665,-0.39019627524134376,0.00675319286275564,1
-1.0189291243798826,0.4328787873376353,1.0369315203766896,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,-0.3636570786959343,2.0233075974111627,-0.777066437076473,-0.20238919830786622,1.9463482875617888,1.8856325760013533,0
-1.0189291243798826,-2.3101155086632215,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,0.24721045507151404,-0.6872356751898179,-0.777066437076473,0.591618281772034,0.7132228797131515,0.9760989620409622,0
-1.0189291243798826,0.4328787873376353,-0.9643838386133025,1.506201006137183,1.6449984550660999,1.1972719307014708,0.24721045507151404,-0.7306221150408627,0.6584839903139129,0.3269491217454006,-0.28148275369007586,0.038045976597724164,0
-1.0189291243798826,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,1.6449984550660999,1.1972719307014708,0.24721045507151404,-0.6324833783981838,1.1370007994440416,3.5029790420650015,0.8021440271747086,0.7558034921789509,0
0.9814225308444268,0.4328787873376353,1.0369315203766896,1.506201006137183,1.6449984550660999,-0.8352321426378959,0.8580779888389624,-0.2178490238145354,0.8977423948789772,0.8562874417986674,0.0955189008894332,0.22698085548230365,0
-1.0189291243798826,0.4328787873376353,1.0369315203766896,1.506201006137183,1.6449984550660999,1.1972719307014708,-0.3636570786959343,-0.16662398920905536,1.8547760131392346,-0.20238919830786622,0.2365508635713453,0.37690845911299165,0
0.9814225308444268,0.4328787873376353,1.0369315203766896,1.506201006137183,-0.7916260870281064,-0.8352321426378959,0.24721045507151404,-0.3043046795793276,-0.777066437076473,-0.20238919830786622,-1.7667128795128777,-1.4643359830053078,0
-1.0189291243798826,0.4328787873376353,1.0369315203766896,1.506201006137183,-0.7916260870281064,1.1972719307014708,-0.6690908455796585,0.5314458880534966,-0.777066437076473,1.1209566018253008,0.7505817536195268,0.8908573537463503,0
0.9814225308444268,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,1.1635117557226866,0.4763602035467096,-0.777066437076473,-0.20238919830786622,0.6455253150648982,0.5494406263552916,0
0.9814225308444268,0.4328787873376353,-0.9643838386133025,1.506201006137183,0.3159305230147146,-0.8352321426378959,1.774379289490135,1.1252331138521858,-0.05929122338128005,1.6502949218785676,0.5160517733980184,0.5481091209436545,0
-1.0189291243798826,0.4328787873376353,1.0369315203766896,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,1.4689455226064108,-0.9012762970951477,-0.777066437076473,0.3269491217454006,1.1196613241687758,1.1195793608760813,0
-1.0189291243798826,0.4328787873376353,1.0369315203766896,-0.6639220103594335,0.3159305230147146,-0.8352321426378959,0.5526442219552382,0.6308125353251913,0.4192255857488486,-0.20238919830786622,-1.0487224776945212,-0.911735030632573,0
-1.0189291243798826,-2.3101155086632215,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,0.5526442219552382,-1.0050555637190428,-0.777066437076473,-0.46705835833449966,0.5420875107382487,-0.08531310808476297,1
0.9814225308444268,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,1.1972719307014708,0.8580779888389624,0.9156402576060496,-0.777066437076473,-0.20238919830786622,1.211637415923421,1.10614752937792,0
0.9814225308444268,0.4328787873376353,1.0369315203766896,1.506201006137183,-0.7916260870281064,-0.8352321426378959,0.5526442219552382,1.1779295307718702,-0.777066437076473,-0.20238919830786622,-0.10585198544164522,-0.1394685518211552,0
0.9814225308444268,0.4328787873376353,-0.9643838386133025,-0.6639220103594335,-0.7916260870281064,-0.8352321426378959,0.5526442219552382,-0.5584563288794945,-0.777066437076473,-0.9963966783877665,1.3056660460042686,1.409686274802958,1
0.9814225308444268,0.4328787873376353,-0.9643838386133025,1.506201006137183,1.6449984550660999,1.1972719307014708,0.8580779888389624,-1.3357072375896157,1.8547760131392346,-0.20238919830786622,-1.415873962118473,-1.2484479309825565,0
