Lifetime,Avg_class_frequency_current_month,Age,Contract_period,Month_to_end_contract,Churn
-0.731727518361133,0.8904163632921794,0.5526442219552382,-0.7916260870281064,-0.777066437076473,0
0.062279961718767186,0.3742002492129425,-0.9745246124633826,0.3159305230147146,0.4192255857488486,0
-0.731727518361133,0.7670066163214738,0.5526442219552382,0.3159305230147146,0.4192255857488486,0
0.8562874417986674,-0.1501787522868714,-0.3636570786959343,1.6449984550660999,0.17996718118378427,0
-0.9963966783877665,-1.2939661394855022,-0.9745246124633826,-0.7916260870281064,-0.777066437076473,1
-0.46705835833449966,0.7245033845609377,-0.3636570786959343,-0.7916260870281064,-0.777066437076473,0
-0.46705835833449966,-1.323409184631245,0.24721045507151404,-0.7916260870281064,-0.777066437076473,0
-0.9963966783877665,0.00675319286275564,-1.585392146230831,-0.7916260870281064,-0.777066437076473,1
-0.20238919830786622,1.8856325760013533,-0.3636570786959343,-0.7916260870281064,-0.777066437076473,0
0.591618281772034,0.9760989620409622,0.24721045507151404,-0.7916260870281064,-0.777066437076473,0
0.3269491217454006,0.038045976597724164,0.24721045507151404,1.6449984550660999,0.6584839903139129,0
3.5029790420650015,0.7558034921789509,0.24721045507151404,1.6449984550660999,1.1370007994440416,0
0.8562874417986674,0.22698085548230365,0.8580779888389624,1.6449984550660999,0.8977423948789772,0
-0.20238919830786622,0.37690845911299165,-0.3636570786959343,1.6449984550660999,1.8547760131392346,0
-0.20238919830786622,-1.4643359830053078,0.24721045507151404,-0.7916260870281064,-0.777066437076473,0
1.1209566018253008,0.8908573537463503,-0.6690908455796585,-0.7916260870281064,-0.777066437076473,0
-0.20238919830786622,0.5494406263552916,1.1635117557226866,-0.7916260870281064,-0.777066437076473,0
1.6502949218785676,0.5481091209436545,1.774379289490135,0.3159305230147146,-0.05929122338128005,0
0.3269491217454006,1.1195793608760813,1.4689455226064108,-0.7916260870281064,-0.777066437076473,0
-0.20238919830786622,-0.911735030632573,0.5526442219552382,0.3159305230147146,0.4192255857488486,0
-0.46705835833449966,-0.08531310808476297,0.5526442219552382,-0.7916260870281064,-0.777066437076473,1
-0.20238919830786622,1.10614752937792,0.8580779888389624,-0.7916260870281064,-0.777066437076473,0
-0.20238919830786622,-0.1394685518211552,0.5526442219552382,-0.7916260870281064,-0.777066437076473,0
-0.9963966783877665,1.409686274802958,0.5526442219552382,-0.7916260870281064,-0.777066437076473,1
-0.20238919830786622,-1.2484479309825565,0.8580779888389624,1.6449984550660999,1.8547760131392346,0
2.708971561985101,0.23193271574887137,1.4689455226064108,-0.7916260870281064,-0.777066437076473,0
-0.46705835833449966,-0.18115756675471406,1.1635117557226866,-0.7916260870281064,-0.777066437076473,0
0.3269491217454006,0.8520216210622102,-0.6690908455796585,0.3159305230147146,0.4192255857488486,0
0.3269491217454006,0.817203184153271,-0.3636570786959343,-0.7916260870281064,-0.777066437076473,0
-0.731727518361133,-0.8603220377580193,1.774379289490135,0.3159305230147146,-0.2985496279463444,0
1.3856257618519343,-1.4935857647985133,0.8580779888389624,1.6449984550660999,1.376259204009106,0
2.9736407220117345,-0.8746063136876367,-1.585392146230831,-0.7916260870281064,-0.777066437076473,0
0.3269491217454006,-0.10664899431839199,-0.05822331181221014,0.3159305230147146,0.17996718118378427,0
-0.20238919830786622,-1.4754725733981813,-1.890825913114555,1.6449984550660999,1.6155176085741703,0
3.238309882038368,-1.6776815787830777,-0.6690908455796585,-0.7916260870281064,-0.777066437076473,0
